intron	complex	clade	gene	sp	length	depth	RES_density	Ancestor
NA	NAD	monocot	nad4L	phoenix	303	1.12E+00	0	1
NA	NAD	monocot	nad4L	zea	303	6.03E-01	32.89473684	0.272727273
NA	NAD	monocot	nad4L	oryza	303	9.38E-01	36.18421053	0.333333333
NA	NAD	eudicot	nad4L	nelumbo	303	3.85E-01	49.34210526	0.25
NA	NAD	eudicot	nad4L	malus	303	1.26E+00	6.578947368	0.666666667
NA	NAD	eudicot	nad4L	arabidopsis	303	2.18E-01	36.18421053	0.166666667
NA	NAD	eudicot	nad4L	helianthus	273	4.70E-01	47.44525547	0.071428571
NA	NAD	eudicot	nad4L	nicotiana	303	2.86E-01	52.63157895	0.235294118
trans	NAD	ANA	nad5	Amborella	2046	6.57E-01	26.86858818	0.089285714
trans	NAD	ANA	nad5	Nymphaea	2019	8.23E-01	24.75247525	0.117647059
trans	NAD	magnoliid	nad5	Lirio	2013	5.84E-01	26.8123138	0.2
trans	NAD	magnoliid	nad5	AriG	2010	6.46E-01	20.38786673	0.142857143
trans	NAD	magnoliid	nad5	AriF	2010	7.97E-01	20.38786673	0.166666667
trans	NAD	magnoliid	nad5	AriM	2010	6.96E-01	20.88513178	0.139534884
trans	NAD	magnoliid	nad5	Thottea	2013	8.05E-01	20.85402185	0.11627907
trans	NAD	magnoliid	nad5	Asarum	2013	6.56E-01	24.82621648	0.196078431
trans	NAD	magnoliid	nad5	Saruma	2013	1.05E+00	22.84011917	0.14893617
trans	NAD	monocot	nad5	allium	2013	1.09E+00	21.84707051	0.2
trans	NAD	monocot	nad5	phoenix	2013	8.85E-01	19.36444886	0.175
trans	NAD	monocot	nad5	zea	2013	1.04E+00	6.951340616	0.333333333
trans	NAD	monocot	nad5	oryza	2013	1.65E+00	6.951340616	0.333333333
trans	NAD	eudicot	nad5	nelumbo	2013	9.99E-01	22.84011917	0.127659574
trans	NAD	eudicot	nad5	malus	2013	1.08E+00	15.39225422	0.125
trans	NAD	eudicot	nad5	arabidopsis	2010	8.87E-01	15.41521631	0.21875
trans	NAD	eudicot	nad5	helianthus	2010	5.33E-01	14.42068623	0.166666667
trans	NAD	eudicot	nad5	nicotiana	2010	1.05E+00	14.42068623	0.3
NA	NAD	ANA	nad6	Amborella	603	6.87E-01	33.11258278	0.047619048
NA	NAD	ANA	nad6	Nymphaea	603	1.20E+00	38.0794702	0.125
NA	NAD	magnoliid	nad6	Lirio	603	1.91E+00	44.70198675	0.142857143
NA	NAD	magnoliid	nad6	AriG	603	8.18E-01	28.14569536	0.111111111
NA	NAD	magnoliid	nad6	AriF	603	1.69E+00	28.14569536	0.111111111
NA	NAD	magnoliid	nad6	AriM	603	1.80E+00	28.14569536	0.111111111
NA	NAD	magnoliid	nad6	Thottea	603	7.82E-01	33.11258278	0.142857143
NA	NAD	magnoliid	nad6	Asarum	603	8.47E-01	34.76821192	0.136363636
NA	NAD	magnoliid	nad6	Saruma	603	1.02E+00	38.0794702	0.208333333
NA	NAD	monocot	nad6	allium	603	7.71E-01	28.14569536	0.111111111
NA	NAD	monocot	nad6	phoenix	603	5.44E-01	33.11258278	0.19047619
NA	NAD	monocot	nad6	zea	588	4.47E-01	23.76910017	0.333333333
NA	NAD	monocot	nad6	oryza	603	5.33E-01	28.14569536	0.333333333
NA	NAD	eudicot	nad6	nelumbo	603	1.11E+00	31.45695364	0.1
NA	NAD	eudicot	nad6	malus	603	9.40E-01	19.86754967	0.076923077
NA	NAD	eudicot	nad6	arabidopsis	603	1.09E+00	18.21192053	0.083333333
NA	NAD	eudicot	nad6	helianthus	603	7.68E-01	18.21192053	0.166666667
NA	NAD	eudicot	nad6	nicotiana	603	5.50E-01	11.58940397	0.125
cis	NAD	ANA	nad7	Amborella	1185	2.02E+00	33.72681282	0.024390244
cis	NAD	ANA	nad7	Nymphaea	1179	1.71E+00	29.66101695	0.083333333
cis	NAD	magnoliid	nad7	Lirio	1185	1.49E+00	37.94266442	0.108695652
cis	NAD	magnoliid	nad7	AriG	1185	9.06E-01	33.72681282	0.097560976
cis	NAD	magnoliid	nad7	AriF	1185	7.17E-01	33.72681282	0.097560976
cis	NAD	magnoliid	nad7	AriM	1185	1.27E+00	34.56998314	0.119047619
cis	NAD	magnoliid	nad7	Thottea	1185	1.15E+00	34.56998314	0.142857143
cis	NAD	magnoliid	nad7	Asarum	1185	1.13E+00	36.25632378	0.136363636
cis	NAD	magnoliid	nad7	Saruma	1185	1.02E+00	35.41315346	0.139534884
cis	NAD	monocot	nad7	allium	1185	8.38E-01	37.0994941	0.177777778
cis	NAD	monocot	nad7	phoenix	1185	4.65E-01	36.25632378	0.136363636
cis	NAD	monocot	nad7	zea	1185	1.06E+00	28.66779089	0.171428571
cis	NAD	monocot	nad7	oryza	1185	2.03E+00	29.51096121	0.166666667
cis	NAD	eudicot	nad7	nelumbo	1185	9.66E-01	34.56998314	0.119047619
cis	NAD	eudicot	nad7	malus	1185	1.17E+00	29.51096121	0.083333333
cis	NAD	eudicot	nad7	arabidopsis	1185	7.72E-01	23.60876897	0.137931034
cis	NAD	eudicot	nad7	helianthus	1185	8.01E-01	29.51096121	0.083333333
cis	NAD	eudicot	nad7	nicotiana	1185	7.93E-01	25.29510961	0.129032258
NA	NAD	ANA	nad9	Amborella	573	3.72E-01	27.87456446	0.117647059
NA	NAD	ANA	nad9	Nymphaea	570	1.31E+00	28.02101576	0.176470588
NA	NAD	magnoliid	nad9	Lirio	573	1.82E+00	26.13240418	0.1875
NA	NAD	magnoliid	nad9	AriG	573	4.58E-01	20.90592334	0.230769231
NA	NAD	magnoliid	nad9	AriF	573	7.99E-01	20.90592334	0.230769231
NA	NAD	magnoliid	nad9	AriM	573	9.65E-01	20.90592334	0.230769231
NA	NAD	magnoliid	nad9	Thottea	573	4.70E-01	19.16376307	0.25
NA	NAD	magnoliid	nad9	Asarum	567	1.56E+00	17.6056338	0.272727273
NA	NAD	magnoliid	nad9	Saruma	573	1.60E+00	22.64808362	0.357142857
NA	NAD	monocot	nad9	allium	498	9.80E-01	22.04408818	0.166666667
NA	NAD	monocot	nad9	phoenix	573	3.08E-01	26.13240418	0.3125
NA	NAD	monocot	nad9	zea	573	1.82E+00	20.90592334	0.153846154
NA	NAD	monocot	nad9	oryza	573	2.44E+00	22.64808362	0.214285714
NA	NAD	eudicot	nad9	nelumbo	573	2.13E+00	26.13240418	0.1875
NA	NAD	eudicot	nad9	malus	573	9.30E-01	13.93728223	0.111111111
NA	NAD	eudicot	nad9	arabidopsis	573	7.37E-01	12.19512195	0.125
NA	NAD	eudicot	nad9	helianthus	573	1.34E+00	20.90592334	0.153846154
NA	NAD	eudicot	nad9	nicotiana	573	2.02E+00	13.93728223	0.222222222
